priority,product_id,product_name,variant_id,sku / variant_code,current_image_url,issue_type,grouped_family_key,recommended_asset_name,recommended_action
148,d1130a78-b641-4ba1-8be9-5385083fe690,Jota 9805M Seramik Cilalama Ucu (Polisher) - Step 2,efe55d9f-93ea-4237-818b-1028d1c9d7fc,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/bf766e60-8e72-4229-8b13-8a87903ec882/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9805-seramik-cilalama-ucu,jota-9805-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
149,3ec52d6a-9a7a-4535-970c-f370979bf491,Jota 9812F Seramik Cilalama Ucu (Polisher) - Step 3,2853878d-2990-4b40-9908-fd278e7177b3,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/62d06ace-f427-4add-9ecf-d96bdefc15ac/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9812-seramik-cilalama-ucu,jota-9812-f-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
150,3e451217-459a-4dab-a760-d283ce2a6f23,Jota 9812G Seramik Cilalama Ucu (Polisher) - Step 1,a18d12dc-95a4-48f5-bc72-70e9cee9e4ec,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c7c4ba77-f8a1-4372-a97b-f5f29075912c/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9812-seramik-cilalama-ucu,jota-9812-g-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
151,409370c2-778a-4ed3-89e9-b9506480cf79,Jota 9813F Seramik Cilalama Ucu (Polisher) - Step 3,a52ebd4b-77bf-4746-a9f9-c49d0012cb61,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/f019994b-24a2-448a-ac43-95776a9d48d1/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9813-seramik-cilalama-ucu,jota-9813-f-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
152,eb5a513a-36f4-488b-aa71-2e74cc0dbafd,Jota 9813G Seramik Cilalama Ucu (Polisher) - Step 1,8fcd927e-f012-4fbb-bec4-025b4669302f,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/92a86669-d5eb-4ed4-b4a6-3f3e61b436e0/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9813-seramik-cilalama-ucu,jota-9813-g-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
153,0ad57fe8-0aca-4bd0-b615-bf0a3d063386,Jota 9825 Kompozit Cilalama Ucu (Polisher) - Step 1,099d1075-dff1-4875-b50a-f529d5b31a31,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6399d531-5fde-4f85-8268-32e69e0358d7/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9825-kompozit-cilalama-ucu,jota-9825-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
154,5c576b0d-6ddc-4158-83e5-cac3735af6ee,Jota 9826 Kompozit Cilalama Ucu (Polisher) - Step 1,f77a56db-acac-4dd3-95b5-459053e0325e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/2dc594bf-feb9-4398-ba06-ad95b7de0020/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9826-kompozit-cilalama-ucu,jota-9826-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
155,2668f3ea-7204-4460-8d2a-93b4b9565f90,Jota 9831 Kompozit Cilalama Ucu (Polisher) - Step 2,ca9a7862-94b5-4dc5-87e6-fb143fc4e1b9,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5da0fccd-f0cc-499a-bcb0-007d032b8526/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9831-kompozit-cilalama-ucu,jota-9831-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
156,069b27bc-4ae9-427f-9b31-1860426f0dd1,Jota 9837 Kompozit Cilalama Ucu (Polisher) - Step 2,1223f305-4395-48b1-9875-e87511317c31,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/24e64ed0-a7c0-4cd4-a691-b02ea6cccce7/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-9837-kompozit-cilalama-ucu,jota-9837-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
157,bed4e8c4-9a3b-4416-a28b-9f7c7aa7fdb0,Jota LS9871M Lityum Disilikat Cilalama Ucu (Polisher) - Step 1,d5681a3d-a113-44f9-b61e-9232001004b3,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/bb8b336d-471d-4070-8fb2-98d14986f71d/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-ls9871-lityum-disilikat-cilalama-ucu,jota-ls9871-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
158,37236356-e248-454c-9364-dfc93c101e41,Jota LS9873F Lityum Disilikat Cilalama Ucu (Polisher) - Step 2,eb14f066-6578-42a6-b5d7-6bf62afb20e7,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/51e3bfbf-706f-4265-a151-c8f11b08f13d/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-ls9873-lityum-disilikat-cilalama-ucu,jota-ls9873-f-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
159,f35e7a73-46df-4875-849f-862ce565f707,Jota LS9873M Lityum Disilikat Cilalama Ucu (Polisher) - Step 1,822292f6-4292-40f1-8143-fc6d8d9ebbaf,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/13f52be8-2ae1-4e2f-af4a-26b22a3611ce/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-ls9873-lityum-disilikat-cilalama-ucu,jota-ls9873-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
160,599a9a44-30f0-4252-8b09-07198279e773,Jota 138 Elmas Frez - Mavi Kuşak (Standard) Mikro Yuvarlak Genel Preparasyon Frezi,559ba98c-e0fd-46a0-ae41-ec7bc3d59d86,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/ec0d3ee0-4893-4472-8f26-4de507dae53e/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-138,jota-138-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
161,7a8be6b1-917e-4507-9a0b-08042bfb124b,Jota 801 Elmas Frez - Mavi Kuşak (Standard) Yuvarlak (Round) Genel Preparasyon Frezi,a1b44da9-2c40-4652-9874-dfe571b18a72,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/9e525ddb-2f96-44b2-bd30-c5faf7e66ace/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-801,jota-801-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
162,094e4712-586e-4d64-affc-451bc2ca9a1f,Jota 801G Elmas Frez - Yeşil Kuşak (Kaba) Yuvarlak (Round) Hızlı Preparasyon Frezi,71d17829-907a-41c6-bc68-a4be172484a0,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/f83e41e9-8f2d-4f48-a9be-fedcd1252038/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-801,jota-801-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
163,58415806-1f0a-4a2a-8da1-92329556676d,Jota 801L Elmas Frez - Mavi Kuşak (Standard) Uzun Boyunlu Yuvarlak (Long Neck Round) Genel Preparasyon Frezi,c00f1588-f158-40f9-bea7-69cf45bfcac3,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3976e7d1-b482-4b0f-a45d-6f4b9862e203/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-801l,jota-801l-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
164,e5983f91-6d5c-415d-bf74-2795ece9e75d,Jota 801LG Elmas Frez - Yeşil Kuşak (Kaba) Uzun Boyunlu Yuvarlak (Long Neck Round) Hızlı Preparasyon Frezi,5968109a-c65c-4290-ab6b-c3b663fbde9c,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/fef27380-88ea-4cc8-9bd2-de8d5104dd03/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-801l,jota-801l-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
165,505c6780-c3ed-4582-8daf-83779de86c74,Jota 801SG Elmas Frez - Siyah Kuşak (Süper Kaba) Yuvarlak (Round) Agresif Preparasyon Frezi,1f43bb08-9b6f-4929-add3-7fce2abb19d4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c8a726ae-4e9f-4a4e-baed-47035fa468a8/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-801,jota-801-sg-black-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
166,add5bcfa-e618-43be-9d13-4013f4e4a69e,Jota 805 Elmas Frez - Mavi Kuşak (Standard) Ters Konik (Inverted Cone) Genel Preparasyon Frezi,81d1e5ba-ecc9-4978-aeef-c951459010b8,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/1f2cae5b-37b7-475f-9afd-0bbba6f6a50c/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-805,jota-805-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
167,4919002b-9643-4fc5-8481-d9f4d181b8b4,Jota 808 Elmas Frez - Mavi Kuşak (Standard) Ters Konik (Inverted Cone) Genel Preparasyon Frezi,cf295e63-b70f-4637-8ebf-9f09023a2f27,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/67fec75b-db4e-45ae-97a2-626d5e2c399f/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-808,jota-808-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
168,6395d633-087d-4049-8651-2c0ea8080188,Jota 820F Elmas Frez - Kırmızı Kuşak (İnce) Tomurcuk / Fine Finishing Frezi,92454c1a-2276-4206-83cd-8ca38236dfcb,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/377920d5-7474-4c7e-af27-488fb666482f/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-820,jota-820-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
169,8654fe35-13b5-4320-a408-e1062a1ee7a5,Jota 830 Elmas Frez - Mavi Kuşak (Standard) Alev (Flame) Genel Preparasyon Frezi,05a14ef9-efc8-4a2d-89ae-60d4b3a1702d,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/1edb1ac8-868d-4b0f-a1de-514ce74ecc21/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-830,jota-830-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
170,b8eefd24-be05-450d-ae81-4cbc02b8b732,Jota 830EF Elmas Frez - Sarı Extra İnce Alev (Flame) Elmas Frez,a80c1aee-6371-4ffd-8e88-ae9d538cbd1e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/a94c9ad1-c0ee-43ae-a710-9b8cd5247634/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-830e,jota-830e-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
171,c8f361f9-ee31-43a3-b592-a330b64e7335,Jota 830F Elmas Frez - Kırmızı Kuşak (İnce) Alev (Flame) Finishing Frezi,6df848dc-bb3b-4605-a9a8-4bfb4daef929,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/87989970-f4ea-4714-8f8c-f33012bae4de/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-830,jota-830-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
172,302707c0-9627-45c3-a23a-c2e772112a03,Jota 830G Elmas Frez - Yeşil Kuşak (Kaba) Alev (Flame) Hızlı Preparasyon Frezi,55713219-a10c-4dab-9cec-b88ce96dbb73,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/caf57a18-69c4-4365-9bad-d7af92cafd91/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-830,jota-830-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
173,ed4e121e-afcc-464b-b384-538d42f98855,Jota 831F Elmas Frez - Kırmızı Kuşak (İnce) Alev / İnce Form Finishing Frezi,e1029d39-168c-456e-8236-2c9ece4f6f48,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/4693a18a-de21-48ec-b5d2-8f0465f8482f/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-831,jota-831-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
174,777e38df-d3ee-41ca-9cf9-53f52e4993ac,Jota 833 Elmas Frez - Mavi Kuşak (Standard) Armut / Torpido Genel Preparasyon Frezi,abf66cea-94f0-4b93-815a-033ea6e89fd4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5796fe27-2932-4dfd-9070-95724db2a4bc/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-833,jota-833-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
